Id,SalePrice
804,204394.47228952404
1214,152348.2590260554
2828,143041.97245654018
1999,166571.10746075626
2467,194332.80735860416
2665,154411.2560832627
1538,402232.68544324196
398,117124.45533500689
2822,129282.6997644489
2157,137481.7601929283
1856,176894.5744342531
1269,106413.15217100605
2570,117356.44866919854
2320,230900.7873066216
1517,140027.89341553336
2304,123644.97702036667
1312,100619.81870724006
2012,130642.69226263922
506,236904.15584679897
2865,216034.3232343068
2367,107933.15840876954
554,88247.94987552545
238,127987.31962937102
1954,116604.06067400913
2488,161627.3266887293
2291,88661.14302254598
1969,120050.60287468965
2725,162024.20538056287
1482,142053.48066284676
2763,189803.38309988816
503,246760.53682282276
1584,241092.5355021688
1531,131445.7738391492
2210,166423.4808280839
459,312626.7244770935
556,134208.6783877444
1347,131385.1267752402
1290,79874.01327004736
1388,100789.22270042491
1571,260032.86124867672
2754,198450.30440337394
765,122840.89636144212
2494,128923.5558535137
2870,235821.75170688058
7,224399.67939582182
1114,247059.41069637783
2418,264098.69174143363
291,134232.5437204763
18,314048.19758485764
39,357690.3179821997
1001,239296.15759718436
2442,226980.36754009695
616,112749.7799769094
2680,84469.49839304404
1414,115172.92419902762
289,137602.63216523768
40,257684.4953934758
860,125072.31058290484
409,137692.4895977833
673,161451.6618201569
2427,167214.8269549947
2036,242364.3597042082
2564,138401.2047631582
642,135516.33983163646
1008,172535.55965525704
1908,129568.72322512964
2519,196004.5669610963
1369,105025.38417262473
2855,164069.66263381485
712,97216.82947056547
1943,112388.75038741138
1958,125478.38893427346
107,144738.26567160268
2295,211292.2399709341
704,99420.42760922981
676,131864.4123423577
259,175039.05584891152
93,285647.47072771745
106,244164.50370309956
2315,179619.66082046015
1050,111130.42548794713
1095,198232.36385796694
2709,144452.80987716943
758,130885.85164179804
1496,153089.84184143762
2370,132873.04894690186
2458,279396.1154076364
2733,127912.38154197126
161,283152.1633405679
726,135894.4206642436
845,202242.96807655433
947,250234.88787704258
2232,128285.46261654474
2563,154092.65336282068
2299,137542.6337289734
211,88709.16561494453
605,146585.24124862775
1478,199313.84184817123
2247,292995.02382866293
2274,195432.8144913735
2869,215335.43185679993
967,216300.1901212809
2656,122491.05275654291
667,187612.4978228233
1042,117602.8234778971
2023,146595.27008034618
2447,375902.9641091784
2055,120351.8059908307
2275,257590.09026021525
2204,173621.4667355802
1563,283495.7462477642
483,224150.87219449348
796,121436.85186331547
1526,155570.65655245012
2042,117328.0227476504
442,342874.30359377246
1693,310391.9090320198
1468,213801.9185989683
1430,192536.21987817303
2605,130633.28235893264
1529,201657.78875659985
335,147433.06956566515
1287,133312.96751977215
31,103280.97885406287
1785,287919.68336774927
82,172339.10070775016
2620,114765.17721310194
252,187689.3410138303
721,69026.29384734806
2165,178923.1193935141
2316,177453.419553944
775,121664.50745324018
1558,88267.09783557752
17,240462.8362686676
1022,223185.9196043043
925,125331.92537319739
438,279874.7786659622
1270,143927.30036551005
1272,126837.67762723223
215,120856.52380217264
266,227430.80849414202
2402,280005.7903955695
1250,129430.54650612203
1984,119093.61763386714
1279,142012.85640920335
377,267675.37405089533
1252,124465.06155698081
2156,259664.60544499435
499,309405.1173130311
1374,116875.89883079012
2898,259125.56293590218
401,116030.41570159841
2721,158240.34353223824
2078,245105.93257504795
2589,121407.02966218514
1946,203670.89513283668
1334,125430.58998297538
2781,225128.1361268867
431,403426.2886579355
576,187629.814551413
1474,203612.91637699984
2254,151733.7747829016
2155,286568.36101524363
885,110003.7618213715
643,136327.52798412775
1944,122500.57898407975
480,194594.11525089468
2845,102256.09766613183
2387,311297.5210102785
2407,208557.21638904134
2527,159403.80373898195
2514,146359.5162345923
629,128851.36199537358
80,217584.81929050115
1876,138438.43425539602
1546,132080.80409504232
2518,172327.4226318002
2347,157412.99457619962
783,213571.61975174758
1322,59072.11146634064
194,88329.69530059701
1770,278897.86298068037
2143,126041.83904518417
1229,214287.5828724771
511,286789.92368332186
46,222991.61560315304
1348,147234.04626024372
2465,191825.1731385833
387,240384.5688661086
873,219856.3932988216
1918,123915.1220821363
2764,230432.03393455612
2184,124399.33833075989
934,138214.48897086582
1920,132911.16304811696
2631,140872.90615636457
1768,603541.8518262737
2040,114063.98234054235
1749,210485.40729760044
834,219334.79554450064
1457,230965.40967387852
79,121726.65320571761
2302,128127.20669743538
1817,136214.69490028446
2755,222466.54142246943
359,165474.94040596345
2059,111839.24311705912
2092,241892.54170380984
2516,232572.03798203802
150,123326.83494874444
1656,134863.75523986336
83,99849.53494998552
2411,179516.9682536068
795,84255.99093324233
2312,223555.90232936724
2917,94719.25227503499
1624,174917.84353730554
2215,328651.5372394647
1211,156845.12941325814
1485,142739.0406877384
1024,158033.5704544023
570,188424.5596941197
2874,132445.59370625525
700,114620.68062069715
2756,210419.8166805612
2022,173323.5603097198
583,219441.90373057494
2392,362256.50760515826
2424,188569.6598508204
212,101527.4736873455
736,130461.38027894923
1610,157085.64296325308
890,113769.22334564787
467,169382.11818589235
578,235285.2138939241
1747,182170.98635644093
1149,152611.3401553051
2758,243522.56492930188
857,141339.6169396874
2219,304645.08864345064
733,107822.31757013558
2909,123340.63001125239
1798,267108.8140688269
235,112540.94433537453
2366,127258.6564914839
1027,128291.18725483223
1195,138253.5283403217
1303,56295.21044719198
148,177350.6877211336
608,154892.14402367824
2515,202013.33084301517
821,249464.9483447247
2500,265183.44339784485
745,108335.13295207177
741,128336.43848085267
1611,104417.78070891189
2532,120849.45541189023
1081,222444.45269853156
1692,422242.22891015926
2520,168142.8362639302
276,122966.17034030543
1992,129880.69884778121
663,58420.8758683798
418,133280.3203202037
1733,176064.1993064428
2359,154062.27167651223
253,186074.4575651019
1518,173439.04771079498
2035,135801.75534160068
2919,90548.94524533281
1540,274445.89084481396
2120,146488.17668224685
1674,168471.59779942228
256,150144.69068057413
2361,101214.59121254289
978,79219.93884417378
2280,133665.9655966766
2095,223066.78601419332
1709,334614.3171803818
2801,253079.13263516006
1246,106661.74968893308
2373,107369.93600887012
1055,287578.49757901946
2017,114755.14134729262
1099,249405.6921663481
1344,98739.1719843518
835,191196.91763845325
1117,207920.0874148334
2043,97724.7062615266
2085,125244.02242751738
410,147220.71537162605
2650,114599.40008300681
2867,174316.18433471728
1668,118992.66519157587
1161,162037.97917559443
2122,167906.5899845499
2539,143551.62264024714
1047,148280.99625925365
1445,127725.59193103532
541,136475.64606794956
569,203681.96025103537
1276,113412.79392423021
918,157910.29913302022
326,170303.40124195843
1936,132919.6837933686
895,94963.80100306541
257,137900.71253596447
1241,182265.29671733163
1545,126471.73913682572
1189,173456.75944713884
270,137231.20730486346
2066,168073.94281733767
693,103949.78689958024
1259,134685.99465719552
2916,148242.3710319028
2321,270460.5505115879
1977,103466.93222314099
1895,151232.24272697116
1240,159730.00197479856
85,141597.98716415046
1823,121924.6052489155
825,289159.51618552173
110,230574.47489372373
697,123818.02870146395
2297,115531.51637713404
1231,133448.86490662565
1355,127576.60735472025
968,318782.5868116352
584,230699.43543026963
1315,129783.17640360158
1606,146132.45882830804
206,103291.66092087378
1685,337040.80263618706
2016,134388.97033970684
869,205623.15756937762
2135,121570.24492834376
2346,167385.63108698645
2430,220619.00704384298
2198,98451.05053972948
2652,115144.21971129143
27,112679.3426319918
241,160756.36622581322
906,115968.44848713624
1506,103507.17063190584
2098,353175.34395523986
1435,216367.5196034824
2213,144670.06052883647
1274,135580.72769188703
743,61551.329250311355
1737,190478.5459451379
2797,271450.7319765434
2185,83883.87323744794
58,177744.19405233618
830,198141.94797916742
808,137019.12152145154
680,133266.36795941906
1153,109228.28149178211
1291,128943.20371592185
1818,171196.92361193302
2161,180525.80198402697
1883,118631.21805037431
350,364673.5893850216
2473,150420.2144809142
295,177691.7559133458
293,192206.6205161608
859,124006.32377557497
288,66188.68189401574
1578,149326.2595222516
102,162399.52390448516
2831,154285.19979685103
1030,158132.40401331265
2551,143065.126433313
1286,140008.7977206207
958,296449.9597455205
776,124517.86399882687
72,233077.8406593308
2263,241863.07276150523
1866,144737.890607718
2876,79561.26011457948
2146,256314.20153115038
103,171746.91812023617
1500,141107.94381689263
492,182369.23310652236
167,142905.81582939098
2597,116348.89121779527
2685,106930.93769713918
1035,164586.50638216338
1220,82040.55551193171
2602,143805.6283709422
2159,206610.89040102757
695,127559.04869168987
1109,254365.60170374118
640,168738.30493332524
1652,146175.69070159073
2090,166563.22038525797
1188,183718.46341659248
2345,252139.99254934277
1059,420206.07596454857
2751,223902.63298086348
128,207760.23265534377
1523,157358.71043396153
2925,177426.19343621275
2145,298453.33327610604
1121,222865.56438276844
566,262875.02804206003
565,256553.09566896944
1331,130915.59024459119
2928,120798.4193147385
156,139055.12458312468
797,136047.93978433436
327,98123.27441853008
2859,139223.13523066512
1453,121536.90888134386
1762,340499.58142765245
1868,226221.57960082975
1760,184468.20686712523
1113,252407.9283514296
1812,185651.01748503098
117,156187.74872040414
1142,212635.49407186254
2342,400465.71849123767
927,150526.1704818786
2478,184255.7038626342
655,83274.413084559
2064,126030.39957762312
369,261205.38638412562
2239,116116.59560276795
2732,206484.1910904353
1653,165522.56357953057
959,202362.43115305074
2395,333685.0836149157
1412,105402.26468522246
271,246405.43495798708
1484,141659.57259172483
1497,141559.2147062236
552,180228.45584139676
2,128482.28188821505
1855,287216.99139566475
4,246511.2486094621
2292,148858.3650189158
134,135068.59383653515
646,109249.66483313132
42,295521.1286206234
532,230391.31313608
713,82870.96355059464
2561,128950.69266099633
2360,130496.76544774893
1333,129332.68780927258
1407,231410.36788736904
2892,283267.7809861155
574,216192.49192149888
1227,189760.23350989007
2591,211339.92614404653
1476,213211.52184439104
1125,251586.44834809593
1446,143826.6066649623
408,125131.27363432272
1101,285978.7525987199
2251,182127.97493684528
373,186603.87506106644
2554,129477.1665521839
2382,268730.2632942795
1985,88860.87318726962
519,232846.1280006257
1093,184428.60279518014
864,250596.5187152398
2889,139442.16238285636
2308,180982.69991949917
986,146514.84834897125
1302,138195.28912099724
585,154857.29586030028
2708,161396.9986132731
147,131017.47884328869
1441,223499.15681906612
383,182355.9672414748
285,145531.52484525717
181,111743.78292684727
358,182489.5040614264
780,168513.05281358742
258,195782.7581549478
1865,216302.76405461563
692,133810.07916845157
2902,327909.6358117538
508,259380.4157758366
2638,136345.70579896556
36,145263.87402320307
611,170314.8636119794
2281,121515.66126819135
1678,119307.99047036181
1696,446591.00312421087
1557,94569.73230958621
2180,147415.4167569303
1726,220704.53383776976
951,142696.16932937148
267,224285.51433937313
2706,137885.8627210239
2221,262454.13065650576
1357,159021.56945687838
2901,311796.0575514999
347,185267.9313889785
2164,191913.82389545583
1586,304823.22306464333
360,157172.8991548629
1769,239176.6723133274
2617,176771.46066497473
1879,136511.20714407248
991,247171.59252605305
1535,123574.65117484782
1191,138902.72074037459
1579,194771.7378248329
1882,93019.22664479753
1510,126468.84161394389
2196,134198.82275816193
1845,166220.45424273235
2336,372778.7443599221
942,92676.3495053713
861,128822.04801503084
2555,113772.20036521362
1392,150696.80981346086
2099,250707.15054292057
1543,126651.31448880279
948,284065.58065048594
1239,185877.8836828746
22,173888.84466405096
2796,235345.40538228396
2747,179203.73023979005
92,278775.09995418217
210,171187.12017354264
1858,206844.84655332303
2228,163013.87712941054
447,227569.35391702046
827,244860.60478394834
1649,203301.20593246288
682,139591.14323730877
2698,117242.57092434377
494,179011.41997726195
214,88007.79967990099
2441,244895.37716166084
2679,112340.61470872833
1336,115754.81016713666
465,181421.8296526536
1524,142887.88664619945
2543,113990.64922371181
631,140121.30028678357
2452,294022.88120940747
228,151084.2174771306
126,162752.86837491058
1092,235041.9988802506
1122,201198.32418490166
932,212873.59699700677
1980,94093.11650506205
2171,106820.06529165384
551,161013.08664653648
2768,174112.48162725818
2056,112865.92535866881
1159,342316.0565466484
2645,106318.13643262305
1174,171283.5240861547
2266,215368.02654641782
2462,403150.201393781
1219,144265.09790691236
2922,177437.72255080365
118,136902.2266296159
474,169123.4972862635
2576,148978.76187564275
872,275246.7401223552
1077,221834.67954116387
1536,153840.562119648
1150,119609.98753036224
2341,335378.21562817454
1931,155359.37736087423
2785,128536.07959618901
2538,127461.791753892
597,212044.48992442974
464,197804.73376874742
233,222490.9793128461
2169,117580.3019058801
2123,164822.4156853983
1867,162554.13215531112
137,235088.44325552287
515,238250.20173276178
933,123158.46892592027
2784,173374.76368129387
972,159841.91909188576
599,171682.9960348651
2614,121760.99622089368
2582,134509.45590897524
1409,150953.03635809355
175,94146.17138193984
352,225266.32174939595
976,97625.78627615253
2134,192888.94251595507
984,115018.57593898849
2396,369089.4726892898
1673,136839.204081373
404,124961.46153706715
607,161869.04912978562
814,144688.16091905732
868,189747.84862504166
2271,186561.03724565564
1633,229108.19227896005
337,154683.86682568878
2765,173332.38411767207
1746,239664.24099441926
368,313870.80894019105
2806,209539.6195101313
1662,188848.56913285135
1234,207868.34946899826
1373,133933.9609171983
1672,114487.11696249206
1939,120881.29269205673
